(躲)藏	v
一	num
一举两得	v
一半	num
一向	adv
一块儿	adv
一定	adv
一样	part
一般	adv
一起	adv
一齐	adv
七	num
万	num
万一	num
三	num
上任	v
上去	v
上学	v
上当	v
上来	v
上班	v
上瘾	v
上网	v
上课	v
下	v
下去	v
下来	v
下班	v
下载	v
下降	v
下雨	v
不久	adv
不同	a
不如	v
不屑	v
不屑一顾	v
不愧	v
不过	conj
与日俱增	v
丑(陋)	a
专程	v
东张西望	v
丢	v
两	mw
严峻	a
严肃	a
严重	a
丧失	v
个	mw
中意	v
中断	v
丰富	v
串	mw
为	v
为了	prep
为难	v
主办	v
主导	v
主张	v
主持	v
主要	a
举	v
举世瞩目	v
举办	v
举行	v
举足轻重	v
乘	v
乘坐	v
九	num
也	adv
也许	adv
买	v
了	part
了解	v
争先恐后	v
争取	v
争夺	v
争气	v
争论	v
二	num
于	prep
于是	conj
亏待	v
五	num
交	v
交代	v
交叉	v
交往	v
交换	v
交流	v
亦	adv
产生	v
享受	v
亮	a
亲切	a
人家	pron
亿	num
什么	pron
介绍	v
仍旧	adv
仍然	adv
从	prep
从事	v
从来	adv
仔细	a
他	pron
他们	pron
付	v
付款	v
令	v
以为	v
件	mw
任	v
份	mw
企图	v
休假	v
休息	v
休闲	v
优先	v
优美	a
会	mv
传授	v
传达	v
伤害	v
伤心	a
估计	v
伴随	v
伸	v
伺候	v
似的	part
但	conj
但是	conj
位	mw
位于	v
低	a
住	v
住院	v
体会	v
体现	v
体谅	v
体验	v
作为	v
作战	v
你	pron
你们	pron
佩服	v
使	v
使劲(儿)	v
使用	v
侃侃而谈	v
依托	v
依旧	adv
依然	adv
依赖	v
依靠	v
侵犯	v
便	adv
便于	v
便利	a
便宜	a
促使	v
促进	v
保存	v
保密	v
保护	v
保留	v
保管	v
保证	v
保障	v
信赖	v
俩	num
修复	v
修建	v
修理	v
倒闭	v
借	v
借鉴	v
倡导	v
值得	v
倾向	v
倾听	v
假设	v
偏偏	adv
做	v
做主	v
做事	v
做客	v
做饭	v
停	v
停泊	v
停顿	v
健康	a
健身	v
储备	v
储存	v
催	v
像	v
允许	v
充实	a
充满	v
光	adv
光临	v
光明	a
光线	n
克制	v
克服	v
兑现	v
入住	v
入学	v
全力以赴	v
八	num
公布	v
公开	v
六	num
共同	a
关	v
关于	prep
关心	v
关机	v
关注	v
关照	v
关闭	v
兴奋	a
具备	v
养	v
养成	v
再	adv
再接再厉	v
再次	adv
冒充	v
冒犯	v
冒险	v
写	v
写作	v
冤枉	v
冲	v
冲击	v
决定	v
冷	a
冷淡	a
冷落	v
冷酷	a
冻	v
准备	v
凉	a
减少	v
减肥	v
减轻	v
凑合	v
凝固	v
凝聚	v
凝视	v
几	pron
几乎	adv
凭	v
出	v
出去	v
出发	v
出国	v
出差	v
出席	v
出来	v
出版	v
出现	v
出生	v
出示	v
出神	v
出租	v
出自	v
出行	v
出门	v
出院	v
击	v
分布	v
分开	v
分散	v
分析	v
分泌	v
分裂	v
分解	v
分辨	v
切	v
列举	v
则	mw
刚	adv
创业	v
创作	v
创新	v
创立	v
创造	v
判断	v
利用	v
别人	pron
刮	v
刮风	v
到	v
到达	v
制作	v
制约	v
制裁	v
制造	v
刷	v
刷卡	v
刷牙	v
刹车	v
刺	v
刺激	v
剩	v
副	mw
割	v
劈	v
力争	v
力求	v
劝	v
办	v
办理	v
加	v
加入	v
加工	v
加班	v
动	v
动员	v
动手	v
动身	v
势必	adv
勇于	v
勘探	v
勾画	v
包含	v
包围	v
包括	v
化妆	v
匹	mw
十	num
十分	adv
十足	a
千	num
千万	num
升	v
半	num
半途而废	v
协助	v
单纯	a
卖	v
南辕北辙	v
占	v
占据	v
占领	v
印刷	v
危害	v
危险	a
即将	adv
卷	v
历来	adv
厉害	a
压抑	v
压迫	v
厌倦	v
厌恶	v
厚	a
原谅	v
去	v
去世	v
参与	v
参加	v
参考	v
参观	v
又	adv
及格	v
双	mw
反对	v
反射	v
反感	v
反抗	v
反映	v
反问	v
反驳	v
发	v
发呆	v
发展	v
发愁	v
发扬	v
发抖	v
发挥	v
发炎	v
发烧	v
发现	v
发生	v
发行	v
发觉	v
发言	v
发誓	v
发财	v
取	v
取得	v
取消	v
受(伤)	v
受到	v
受罪	v
变	v
变成	v
叙述	v
口	mw
古怪	a
句	mw
只	adv
只是	adv
只有	adv
叫	v
召开	v
叮嘱	v
可	adv
可以	mv
可口	a
可是	conj
可能	mv
台	mw
右	a
号召	v
叹气	v
叼	v
吃	v
吃亏	v
吃力	a
吃惊	v
吃苦	v
吃饭	v
各	pron
合伙	v
合作	v
合成	v
吉祥	a
吊	v
同情	v
同意	v
名	mw
名副其实	v
后悔	v
向	prep
向往	v
向来	adv
吓	v
吗	part
吞吞吐吐	v
否决	v
否认	v
吧	part
吩咐	v
听	v
听见	v
听说	v
启发	v
启程	v
启蒙	v
吵	v
吵架	v
吸取	v
吸引	v
吸收	v
吹	v
吹捧	v
吹牛	v
吻	v
吼	v
呀	part
呈现	v
告别	v
告诉	v
告诫	v
告辞	v
呢	part
周密	a
呼吁	v
呼吸	v
呼唤	v
呼啸	v
呼朋唤友	v
命令	v
命名	v
咀嚼	v
和	conj
和气	a
和蔼	a
咨询	v
咬	v
咱们	pron
咳	v
咳嗽	v
品尝	v
哄	v
哇	part
哈	intj
响	v
响应	v
哎	intj
哦	part
哪	pron
哪个	pron
哪些	pron
哪儿	pron
哪里	pron
哭	v
哭泣	v
哭鼻子	v
哼	intj
唉	intj
唠叨	v
唯一	a
唯独	adv
唱	v
唱歌	v
唾弃	v
商量	v
啊	part
喂	intj
善于	v
喊	v
喘气	v
喜欢	v
喜爱	v
喝	v
喧哗	a
嗯	intj
嘈杂	a
嘛	part
嘱咐	v
嘲笑	v
嘿	intj
嚷	v
四	num
回	v
回去	v
回国	v
回忆	v
回报	v
回来	v
回答	v
回避	v
回顾	v
因为	conj
因此	conj
团圆	v
围绕	v
固然	adv
圆	a
在	v
在乎	v
在于	v
在意	v
地	part
场	mw
坏	a
坐	v
块	mw
坚持	v
坚硬	a
坠	v
垄断	v
垫	v
埋伏	v
埋怨	v
培养	v
培育	v
培训	v
堆积	v
堕落	v
堵塞	v
塌	v
塑造	v
填空	v
增加	v
增添	v
声	mw
处理	v
处置	v
复习	v
复印	v
外出	v
多	a
多么	intj
多少	pron
够	v
大	a
大家	pron
太	adv
失去	v
失眠	v
失败	v
夸	v
夹杂	v
奇怪	a
奋斗	v
奔波	v
奔驰	v
奖励	v
她	pron
她们	pron
好	a
好几	num
好吃	a
好多	a
好客	v
如果	conj
妨碍	v
姓	v
委屈	v
委托	v
威胁	v
嫉妒	v
嫌	v
孕育	v
存	v
存在	v
孝顺	v
学	v
学习	v
它	pron
它们	pron
守岁	v
守护	v
安全	a
安慰	v
安排	v
安置	v
安装	v
安静	a
完	v
完善	v
完成	v
完毕	v
实事求是	v
实在	adv
实施	v
实现	v
实行	v
实践	v
审查	v
客气	a
宣传	v
宣扬	v
宣泄	v
害怕	a
容忍	v
容易	a
容纳	v
宽	a
寄	v
寄托	v
富	a
寒暄	v
对	prep
对于	prep
对付	v
对待	v
对抗	v
对比	v
对照	v
寻找	v
寻觅	v
导致	v
封	mw
封锁	v
